Metadata;Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa)
;4222555365160;1649435689515625;0;54367;1;527;1555.000000;36528;33408;32255;33183;32768;33407;29861;33775;31831;0;0;8.806900;1.578468;-0.816118;0.198350;-0.146248;1.125169;-47.485618;20.441499;-14.930194;-0.618424;0.198315;0.732696;0.203419;30.444126;0.000000;4222555365160;1649435689515625;0;46175;1;527;1579.000000;37008;33216;32511;28623;34496;32351;28812;34444;31101;0;0;9.958190;0.802623;-0.024985;-0.150943;0.020338;-0.769936;-65.430621;14.565325;-27.024359;0.602445;0.259405;-0.696593;0.290734;30.396243;0.000000;4222555365160;1649435689515625;0;54359;1;527;1659.000000;34048;45488;34815;32895;33072;32687;33019;30516;27813;0;0;0.795357;9.480678;1.774728;0.092749;0.174662;-0.038524;-5.383296;-28.934875;-66.816193;0.635754;0.500075;-0.400752;-0.430278;26.363004;0.000000;4222555365160;1649435689515625;0;25695;1;527;1660.000000;36816;31968;32239;32559;32992;31983;30096;32882;34600;0;0;9.261791;-1.498684;-1.384301;-0.163481;-0.079650;-1.244234;-49.211268;4.272666;17.814591;-0.481982;-0.518767;0.545547;-0.448278;30.654582;0.000000;4222555365160;1649435689515625;0;58455;1;527;1671.000000;45248;32032;32335;31503;33360;33167;29301;30606;34471;0;0;9.533531;-0.689262;-0.167931;-0.575781;-0.107430;0.718090;-52.500306;-26.375331;15.964646;-0.382253;-0.640900;0.317865;-0.584886;30.059347;0.000000;4222555365160;1649435689515625;0;1119;1;527;1613.000000;33664;28608;33231;30719;32320;32719;30919;39446;33291;0;0;1.955754;-9.350367;2.026615;-0.086284;0.016036;-0.025120;-34.645362;85.128185;1.967394;-0.204980;0.288289;-0.561269;0.748231;26.047548;0.000000
;4222555365180;1649435689523437;0;9311;1;528;1555.000000;36640;33472;32367;33151;32752;33375;29852;33844;31849;0;0;9.059380;1.718242;-0.561955;0.146530;-0.172324;1.075843;-47.462627;20.488450;-14.857474;-0.618924;0.201333;0.732286;0.200389;30.444126;0.000000;4222555365180;1649435689523437;0;1119;1;528;1578.000000;36960;33408;32655;28591;34480;32399;28788;34480;31110;0;0;9.841006;1.237987;0.298726;-0.199475;-0.001696;-0.693939;-65.485063;14.175745;-27.163611;0.603111;0.261060;-0.696204;0.288801;30.191289;0.000000;4222555365180;1649435689523437;0;5207;1;528;1659.000000;34080;45616;34783;32911;33072;32687;33007;30432;27840;0;0;0.817957;9.575888;1.750568;0.118390;0.174688;-0.038359;-5.534662;-28.649565;-66.903267;0.635623;0.500234;-0.400785;-0.430257;26.363004;0.000000;4222555365180;1649435689523437;0;46175;1;528;1659.000000;36816;32016;32271;32559;32992;32047;30101;32862;34595;0;0;9.259329;-1.394329;-1.312365;-0.164133;-0.079395;-1.141648;-49.103492;4.109007;17.441613;-0.483875;-0.521220;0.543546;-0.445816;30.453172;0.000000;4222555365180;1649435689523437;0;33879;1;528;1671.000000;45248;29904;32703;31487;33360;33135;29293;30572;34438;0;0;9.562016;-2.283611;0.107846;-0.600591;-0.108049;0.667830;-52.421379;-26.023906;15.709657;-0.381729;-0.639732;0.321054;-0.584765;30.059347;0.000000;4222555365180;1649435689523437;0;13407;1;528;1612.000000;33664;28576;33279;30719;32320;32719;30906;39688;33289;0;0;1.955490;-9.422685;2.133624;-0.086286;0.016603;-0.024735;-34.760450;85.441518;1.999653;-0.204900;0.288344;-0.561395;0.748137;25.849430;0.000000
;4222555365200;1649435689531250;0;25695;1;529;1555.000000;36768;33520;32463;33087;32768;33327;29841;33822;31831;0;0;9.348893;1.821479;-0.344166;0.043026;-0.147331;1.001319;-47.543980;20.917659;-14.637402;-0.619345;0.204365;0.731780;0.197851;30.444126;0.000000;4222555365200;1649435689531250;0;17503;1;529;1578.000000;36976;33408;32655;28527;34464;32431;28824;34397;31123;0;0;9.877536;1.237446;0.298686;-0.298273;-0.026615;-0.645081;-65.784338;13.788794;-27.183480;0.603749;0.262375;-0.696029;0.286688;30.191289;0.000000;4222555365200;1649435689531250;0;21591;1;529;1660.000000;34032;45616;34687;32895;33072;32687;33021;30557;27830;0;0;0.781994;9.577046;1.678133;0.092721;0.171365;-0.039528;-5.527412;-28.780854;-66.913398;0.635534;0.500326;-0.400780;-0.430284;26.571627;0.000000;4222555365200;1649435689531250;0;1119;1;529;1659.000000;36896;32144;32351;32559;32976;32111;30100;32813;34615;0;0;9.434415;-1.113070;-1.132675;-0.164017;-0.105670;-1.039732;-49.319682;3.577384;17.725117;-0.485526;-0.523493;0.541792;-0.443486;30.453172;0.000000;4222555365200;1649435689531250;0;46167;1;529;1671.000000;45424;28848;32911;31535;33376;33135;29311;30674;34442;0;0;9.709111;-3.077128;0.263950;-0.525584;-0.082721;0.667505;-52.551158;-25.476148;15.625869;-0.381046;-0.638612;0.324030;-0.584794;30.059347;0.000000;4222555365200;1649435689531250;0;42079;1;529;1613.000000;33696;28528;33151;30719;32320;32719;30914;39395;33322;0;0;2.030352;-9.532171;1.847462;-0.086284;0.016036;-0.025120;-34.894452;85.415191;2.146250;-0.204820;0.288402;-0.561520;0.748043;26.047548;0.000000
;4222555365220;1649435689539062;0;42079;1;530;1555.000000;36864;33536;32463;33007;32800;33263;29841;33854;31863;0;0;9.566889;1.853955;-0.344359;-0.086416;-0.096891;0.901536;-47.086614;21.278994;-14.444936;-0.619721;0.207383;0.731121;0.195962;30.444126;0.000000;4222555365220;1649435689539062;0;25695;1;530;1578.000000;36992;33248;32543;28479;34464;32463;28776;34381;31107;0;0;9.919725;0.874256;0.046977;-0.372056;-0.025280;-0.595765;-65.504869;13.512325;-27.057003;0.604408;0.263378;-0.695980;0.284489;30.191289;0.000000;4222555365220;1649435689539062;0;33879;1;530;1659.000000;34032;45536;34831;32911;33072;32703;33021;30541;27814;0;0;0.782769;9.516704;1.786798;0.118423;0.174564;-0.012882;-5.415839;-29.032179;-66.766136;0.635446;0.500446;-0.400863;-0.430200;26.363004;0.000000;4222555365220;1649435689539062;0;17503;1;530;1659.000000;36960;32160;32447;32607;32976;32143;30116;32781;34615;0;0;9.577418;-1.079898;-0.916839;-0.087504;-0.105742;-0.986933;-49.000398;3.098748;18.115245;-0.486921;-0.525793;0.540004;-0.441413;30.453172;0.000000;4222555365220;1649435689539062;0;62551;1;530;1671.000000;45584;29168;32591;31599;33392;33135;29263;30690;34458;0;0;9.825316;-2.839486;0.024428;-0.425449;-0.057534;0.667087;-52.543809;-25.266116;15.624079;-0.380142;-0.637577;0.326735;-0.585006;30.059347;0.000000;4222555365220;1649435689539062;0;54367;1;530;1612.000000;33712;28560;33247;30735;32304;32719;30882;39411;33290;0;0;2.063448;-9.460562;2.061919;-0.060672;-0.009210;-0.024222;-34.820698;85.244405;2.120644;-0.204826;0.288510;-0.561552;0.747976;25.849430;0.000000
;4222555365240;1649435689546875;0;54367;1;531;1555.000000;36848;33472;32607;32959;32816;33199;29857;33886;31847;0;0;9.532460;1.710723;-0.017266;-0.164390;-0.072039;0.801228;-46.656109;21.568120;-14.244165;-0.620020;0.210282;0.730414;0.194557;30.444126;0.000000;4222555365240;1649435689546875;0;37983;1;531;1579.000000;36960;32944;32431;28479;34464;32495;28776;34381;31123;0;0;9.857943;0.187602;-0.204461;-0.371753;-0.026462;-0.545934;-65.419019;13.401104;-26.949780;0.605005;0.264247;-0.695981;0.282407;30.396243;0.000000;4222555365240;1649435689546875;0;50263;1;531;1659.000000;34000;45632;34703;32911;33072;32703;33037;30541;27814;0;0;0.757429;9.588770;1.690032;0.118423;0.174564;-0.012882;-5.333803;-28.891907;-66.802153;0.635357;0.500565;-0.400946;-0.430115;26.363004;0.000000;4222555365240;1649435689546875;0;37983;1;531;1659.000000;36960;32096;32479;32623;32976;32191;30100;32749;34663;0;0;9.579578;-1.222008;-0.844782;-0.061823;-0.106355;-0.909706;-48.444597;2.704461;18.011962;-0.488122;-0.527973;0.538324;-0.439533;30.453172;0.000000;4222555365240;1649435689546875;0;21591;1;531;1671.000000;45680;30144;32079;31663;33408;33103;29263;30706;34458;0;0;9.884299;-2.109500;-0.359042;-0.324996;-0.033109;0.616318;-52.436059;-24.860300;15.728333;-0.379132;-0.636695;0.329046;-0.585327;30.059347;0.000000;4222555365240;1649435689546875;0;5215;1;531;1612.000000;33680;28560;33199;30751;32320;32719;30882;39395;33306;0;0;1.991926;-9.459334;1.954418;-0.034977;0.017128;-0.024496;-34.367518;85.451364;2.113868;-0.204803;0.288522;-0.561528;0.747995;25.849430;0.000000
;4222555365260;1649435689554687;0;9311;1;532;1554.000000;36880;33280;32591;32879;32848;33151;29873;33918;31847;0;0;9.611385;1.278027;-0.052712;-0.291212;-0.019693;0.727177;-46.635264;21.625011;-14.071901;-0.620301;0.213235;0.729537;0.193733;30.229226;0.000000;4222555365260;1649435689554687;0;46175;1;532;1578.000000;36912;32528;32303;28511;34432;32495;28776;34349;31123;0;0;9.761871;-0.755226;-0.491715;-0.322233;-0.076775;-0.544097;-65.545950;12.915116;-26.927526;0.605408;0.265282;-0.696044;0.280409;30.191289;0.000000;4222555365260;1649435689554687;0;1111;1;532;1659.000000;34016;45600;34703;32911;33072;32719;33021;30525;27830;0;0;0.769850;9.564690;1.690051;0.118455;0.174441;0.012595;-5.182323;-28.709936;-66.773669;0.635311;0.500644;-0.401080;-0.429967;26.363004;0.000000;4222555365260;1649435689554687;0;50271;1;532;1659.000000;37040;32032;32511;32607;32992;32207;30100;32733;34615;0;0;9.761359;-1.366910;-0.772843;-0.087015;-0.081485;-0.884412;-48.311391;2.540208;18.096429;-0.489378;-0.530002;0.536684;-0.437695;30.453172;0.000000;4222555365260;1649435689554687;0;54359;1;532;1672.000000;45808;30720;31791;31727;33408;33055;29263;30722;34458;0;0;9.973345;-1.679114;-0.574204;-0.223346;-0.037381;0.539719;-52.259567;-24.457495;15.916517;-0.378037;-0.636068;0.330938;-0.585650;30.257171;0.000000;4222555365260;1649435689554687;0;21599;1;532;1612.000000;33648;28576;33231;30767;32320;32703;30898;39395;33290;0;0;1.919747;-9.422047;2.026110;-0.009033;0.016655;-0.050299;-33.856105;85.230791;2.202706;-0.204733;0.288573;-0.561393;0.748096;25.849430;0.000000
;4222555365280;1649435689562500;0;21599;1;533;1555.000000;36912;33120;32303;32831;32880;33119;29889;33950;31863;0;0;9.691382;0.917342;-0.707899;-0.371241;0.029436;0.676708;-46.758223;22.371452;-14.079563;-0.620612;0.216199;0.728515;0.193299;30.444126;0.000000;4222555365280;1649435689562500;0;58463;1;533;1579.000000;36960;32256;32223;28575;34416;32495;28776;34349;31123;0;0;9.881589;-1.372143;-0.671435;-0.223559;-0.105635;-0.543106;-65.944005;14.232873;-27.079806;0.605627;0.266578;-0.696065;0.278651;30.396243;0.000000;4222555365280;1649435689562500;0;13399;1;533;1659.000000;34032;45504;34815;32911;33072;32719;33021;30541;27830;0;0;0.783120;9.492811;1.774710;0.118455;0.174441;0.012595;-5.165615;-28.831467;-66.892699;0.635264;0.500723;-0.401213;-0.429819;26.363004;0.000000;4222555365280;1649435689562500;0;1119;1;533;1659.000000;37136;31920;32431;32607;33008;32255;30132;32685;34615;0;0;9.980886;-1.618793;-0.952812;-0.086601;-0.056976;-0.807446;-48.386617;1.930177;18.102928;-0.490548;-0.531823;0.535151;-0.436051;30.453172;0.000000;4222555365280;1649435689562500;0;62551;1;533;1670.000000;45952;31040;31727;31743;33408;33007;29247;30738;34458;0;0;10.077248;-1.442535;-0.622750;-0.198850;-0.033537;0.465705;-53.811710;-24.445235;15.835994;-0.377054;-0.635560;0.332582;-0.585903;29.861523;0.000000;4222555365280;1649435689562500;0;50271;1;533;1613.000000;33648;28688;33343;30751;32320;32703;30898;39395;33290;0;0;1.916912;-9.169185;2.277441;-0.034684;0.015825;-0.050798;-34.198670;85.693264;2.070104;-0.204636;0.288646;-0.561338;0.748136;26.047548;0.000000
;4222555365300;1649435689570312;0;29791;1;534;1554.000000;36912;33104;32031;32863;32864;33103;29889;33966;31863;0;0;9.691671;0.881321;-1.324713;-0.317542;0.005403;0.651256;-46.886997;23.177291;-14.174365;-0.620874;0.218977;0.727606;0.192753;30.229226;0.000000;4222555365300;1649435689570312;0;1119;1;534;1578.000000;37056;32256;32063;28623;34416;32511;28760;34317;31139;0;0;10.100389;-1.376550;-1.031442;-0.148491;-0.102798;-0.515461;-66.407215;13.908598;-27.262113;0.605742;0.267972;-0.696023;0.277165;30.191289;0.000000;4222555365300;1649435689570312;0;33879;1;534;1659.000000;33984;45424;34831;32927;33072;32735;33021;30541;27798;0;0;0.747899;9.433630;1.786759;0.144128;0.174343;0.038237;-5.243869;-28.961803;-66.963087;0.635207;0.500830;-0.401439;-0.429568;26.363004;0.000000;4222555365300;1649435689570312;0;25695;1;534;1659.000000;37200;31776;32399;32655;33024;32303;30116;32685;34631;0;0;10.129598;-1.940652;-1.024722;-0.009826;-0.032034;-0.728791;-48.465579;1.067831;18.038855;-0.491473;-0.533579;0.533597;-0.434767;30.453172;0.000000;4222555365300;1649435689570312;0;33879;1;534;1671.000000;45872;31728;31871;31807;33440;32991;29263;30770;34458;0;0;10.008193;-0.925278;-0.514676;-0.098486;0.014458;0.439158;-54.146404;-24.095673;15.949258;-0.375938;-0.635126;0.333854;-0.586368;30.059347;0.000000;4222555365300;1649435689570312;0;62559;1;534;1613.000000;33712;28640;33263;30735;32320;32703;30898;39395;33322;0;0;2.061876;-9.279887;2.098231;-0.060339;0.015563;-0.050917;-34.589414;85.701824;1.946890;-0.204509;0.288742;-0.561351;0.748124;26.047548;0.000000
;4222555365320;1649435689578125;0;42079;1;535;1554.000000;36864;33136;31871;32911;32864;33103;29889;34014;31863;0;0;9.581563;0.954956;-1.688020;-0.240370;0.005506;0.649874;-46.801914;23.628901;-13.986223;-0.621196;0.221563;0.726750;0.191989;30.229226;0.000000;4222555365320;1649435689578125;0;29791;1;535;1579.000000;37120;32528;31855;28639;34432;32543;28744;34317;31155;0;0;10.238664;-0.760448;-1.499585;-0.123186;-0.077726;-0.465186;-66.486736;12.635813;-27.170474;0.605842;0.269261;-0.695944;0.275891;30.396243;0.000000;4222555365320;1649435689578125;0;50263;1;535;1660.000000;33968;45552;34751;32959;33072;32751;33021;30525;27830;0;0;0.734586;9.529991;1.726436;0.195417;0.170975;0.063018;-5.432350;-29.789054;-66.632168;0.635089;0.501015;-0.401809;-0.429180;26.571627;0.000000;4222555365320;1649435689578125;0;42079;1;535;1659.000000;37248;31760;32367;32703;33040;32351;30148;32653;34647;0;0;10.237970;-1.977807;-1.096757;0.066950;-0.007092;-0.650135;-48.313024;1.028720;17.966423;-0.492153;-0.535272;0.532026;-0.433842;30.453172;0.000000;4222555365320;1649435689578125;0;58455;1;535;1672.000000;45664;32192;31759;31871;33440;32943;29247;30770;34442;0;0;9.845181;-0.574308;-0.598436;0.003164;0.010188;0.362585;-52.891501;-24.268957;15.866108;-0.374743;-0.634947;0.334714;-0.586836;30.257171;0.000000;4222555365320;1649435689578125;0;9311;1;535;1613.000000;33712;28624;33231;30735;32320;32703;30866;39411;33290;0;0;2.062496;-9.315996;2.026563;-0.060339;0.015563;-0.050917;-34.559826;87.788701;1.927042;-0.204381;0.288838;-0.561363;0.748112;26.047548;0.000000
;4222555365340;1649435689585937;0;58463;1;536;1555.000000;36784;33056;31679;32911;32864;33103;29905;34030;31863;0;0;9.403508;0.778104;-2.124930;-0.242795;0.003777;0.649479;-46.957619;23.973508;-14.033675;-0.621506;0.224153;0.725890;0.191231;30.444126;0.000000;4222555365340;1649435689585937;0;42079;1;536;1578.000000;37104;32928;31871;28671;34448;32543;28712;34285;31155;0;0;10.187871;0.145635;-1.463986;-0.073024;-0.049141;-0.463362;-66.395400;12.655121;-26.991911;0.605963;0.270632;-0.695743;0.274787;30.191289;0.000000;4222555365340;1649435689585937;0;1111;1;536;1657.000000;34160;45872;34607;32959;33072;32767;33005;30541;27830;0;0;0.874435;9.764850;1.617316;0.195527;0.180572;0.091495;-5.389231;-29.473811;-66.499482;0.635034;0.501171;-0.402210;-0.428703;25.945758;0.000000;4222555365340;1649435689585937;0;58463;1;536;1659.000000;37232;31776;32351;32751;33072;32399;30132;32653;34647;0;0;10.201518;-1.941712;-1.132744;0.143912;0.043116;-0.571178;-48.335396;0.547262;18.093513;-0.492639;-0.536861;0.530388;-0.433332;30.453172;0.000000;4222555365340;1649435689585937;0;62551;1;536;1671.000000;45696;32064;31423;31887;33440;32879;29279;30786;34458;0;0;9.870251;-0.671187;-0.850538;0.028264;0.011085;0.262463;-53.052979;-23.831381;15.604346;-0.373694;-0.634944;0.335241;-0.587207;30.059347;0.000000;4222555365340;1649435689585937;0;17503;1;536;1613.000000;33696;28640;33279;30719;32320;32703;30882;39379;33306;0;0;2.026085;-9.279313;2.134085;-0.085993;0.015300;-0.051037;-34.572672;87.421997;2.223969;-0.204225;0.288955;-0.561450;0.748044;26.047548;0.000000
;4222555365360;1649435689593750;0;5215;1;537;1555.000000;36704;33008;31615;32879;32848;33103;29905;34030;31847;0;0;9.223214;0.673130;-2.270135;-0.294224;-0.021949;0.650799;-47.053988;23.963591;-13.936854;-0.621694;0.226888;0.725047;0.190590;30.444126;0.000000;4222555365360;1649435689593750;0;62559;1;537;1578.000000;37040;33168;31871;28655;34464;32559;28744;34285;31155;0;0;10.033680;0.691947;-1.464076;-0.097304;-0.022197;-0.438479;-66.478579;11.864131;-27.063744;0.606155;0.271848;-0.695529;0.273704;30.191289;0.000000;4222555365360;1649435689593750;0;21591;1;537;1659.000000;34224;45648;34767;32927;33072;32767;33005;30509;27814;0;0;0.926045;9.598114;1.738622;0.144192;0.174096;0.089191;-5.303303;-28.637631;-66.734519;0.635064;0.501193;-0.402537;-0.428325;26.363004;0.000000;4222555365360;1649435689593750;0;9311;1;537;1659.000000;37168;31792;32319;32799;33072;32431;30148;32637;34631;0;0;10.057317;-1.903923;-1.204651;0.220425;0.043045;-0.518379;-48.208873;0.002104;18.159782;-0.492872;-0.538485;0.528729;-0.433079;30.453172;0.000000;4222555365360;1649435689593750;0;5207;1;537;1671.000000;45936;31488;31055;31855;33424;32831;29231;30802;34458;0;0;10.058600;-1.105902;-1.125870;-0.021139;-0.015528;0.187168;-53.254980;-22.939890;15.800136;-0.372900;-0.635031;0.335728;-0.587340;30.059347;0.000000;4222555365360;1649435689593750;0;42079;1;537;1613.000000;33680;28640;33247;30719;32304;32703;30882;39411;33322;0;0;1.990330;-9.278691;2.062413;-0.086034;-0.010775;-0.050643;-34.819493;85.071248;2.221852;-0.204127;0.289147;-0.561517;0.747947;26.047548;0.000000
;4222555365380;1649435689601562;0;25695;1;538;1555.000000;36688;32944;31631;32831;32816;33087;29905;34046;31863;0;0;9.189044;0.529887;-2.233767;-0.371553;-0.073542;0.627655;-46.934993;24.403253;-13.780337;-0.621645;0.229782;0.724286;0.190178;30.444126;0.000000;4222555365380;1649435689601562;0;21599;1;538;1579.000000;36976;33184;31807;28639;34464;32575;28744;34285;31155;0;0;9.887960;0.731881;-1.607837;-0.122135;-0.023932;-0.414496;-66.852824;11.919533;-27.104455;0.606341;0.272942;-0.695369;0.272608;30.396243;0.000000;4222555365380;1649435689601562;0;33879;1;538;1658.000000;34096;45312;34751;32959;33088;32719;33021;30509;27830;0;0;0.833180;9.348126;1.726273;0.195616;0.203096;0.014225;-5.189361;-28.911413;-66.856471;0.634911;0.501513;-0.402731;-0.427996;26.154381;0.000000;4222555365380;1649435689601562;0;25695;1;538;1659.000000;37200;31824;32223;32815;33072;32479;30132;32621;34631;0;0;10.128203;-1.833890;-1.420684;0.246106;0.042432;-0.441152;-48.200205;-0.371801;18.574887;-0.492916;-0.539998;0.527185;-0.433027;30.453172;0.000000;4222555365380;1649435689601562;0;1111;1;538;1671.000000;45968;30576;30639;31839;33456;32783;29247;30818;34458;0;0;10.094212;-1.789593;-1.437424;-0.046543;0.034980;0.111638;-53.622396;-22.889745;15.897250;-0.372407;-0.635064;0.336012;-0.587454;30.059347;0.000000;4222555365380;1649435689601562;0;62559;1;538;1613.000000;33712;28624;33295;30703;32304;32719;30866;39379;33322;0;0;2.062448;-9.316060;2.169931;-0.111979;-0.010302;-0.024846;-35.082705;85.570493;2.057096;-0.204074;0.289303;-0.561689;0.747772;26.047548;0.000000
;4222555365400;1649435689609375;0;42079;1;539;1555.000000;36624;32944;31647;32783;32800;33071;29921;34062;31863;0;0;9.043299;0.532208;-2.197297;-0.448902;-0.099478;0.604113;-46.728502;24.740339;-13.961301;-0.621429;0.232814;0.723545;0.190016;30.444126;0.000000;4222555365400;1649435689609375;0;33887;1;539;1578.000000;37008;33264;31775;28623;34480;32623;28696;34269;31155;0;0;9.957631;0.910789;-1.679955;-0.145441;0.006587;-0.337989;-66.793466;11.689184;-26.958897;0.606552;0.273739;-0.695242;0.271662;30.191289;0.000000;4222555365400;1649435689609375;0;54359;1;539;1659.000000;34064;45392;34687;32975;33072;32719;32989;30525;27814;0;0;0.808381;9.408821;1.678028;0.221020;0.174545;0.013253;-5.186902;-28.982429;-66.724810;0.634661;0.501850;-0.403036;-0.427685;26.363004;0.000000;4222555365400;1649435689609375;0;46175;1;539;1659.000000;37216;31920;32095;32783;33088;32543;30148;32637;34647;0;0;10.161004;-1.621189;-1.708751;0.195687;0.066400;-0.339757;-48.388103;-0.612921;18.586240;-0.492942;-0.541163;0.525892;-0.433115;30.453172;0.000000;4222555365400;1649435689609375;0;58455;1;539;1671.000000;45840;29584;30319;31855;33472;32735;29231;30802;34474;0;0;10.010163;-2.531104;-1.677273;-0.021315;0.059450;0.035971;-53.517746;-22.669133;15.878922;-0.372057;-0.635177;0.336014;-0.587552;30.059347;0.000000;4222555365400;1649435689609375;0;9311;1;539;1613.000000;33712;28528;33135;30703;32320;32719;30866;39379;33322;0;0;2.066144;-9.532745;1.811608;-0.111938;0.015773;-0.025239;-34.917126;85.334835;2.134329;-0.203963;0.289382;-0.561881;0.747628;26.047548;0.000000
;4222555365420;1649435689617187;0;54367;1;540;1555.000000;36560;33024;31663;32783;32816;33023;29921;34094;31879;0;0;8.894692;0.714310;-2.160820;-0.449508;-0.074347;0.527745;-46.519424;25.130228;-13.807832;-0.621222;0.235611;0.722805;0.190062;30.444126;0.000000;4222555365420;1649435689617187;0;58463;1;540;1578.000000;36960;33584;31807;28591;34496;32671;28728;34253;31155;0;0;9.837203;1.637909;-1.608215;-0.193893;0.034774;-0.262856;-66.787175;11.512583;-27.006184;0.606811;0.274188;-0.695179;0.270792;30.191289;0.000000;4222555365420;1649435689617187;0;13399;1;540;1660.000000;34144;45664;34639;32991;33072;32719;33005;30509;27814;0;0;0.865759;9.611595;1.641971;0.246636;0.171275;0.012403;-5.325021;-28.994203;-66.547586;0.634354;0.502246;-0.403390;-0.427342;26.571627;0.000000;4222555365420;1649435689617187;0;58463;1;540;1658.000000;37200;31968;31999;32783;33088;32591;30164;32637;34663;0;0;10.122818;-1.516124;-1.924721;0.194968;0.066903;-0.262514;-48.112080;-1.029413;18.108724;-0.492839;-0.542164;0.524763;-0.433349;30.251762;0.000000;4222555365420;1649435689617187;0;50263;1;540;1671.000000;45776;28912;29951;31887;33488;32687;29231;30834;34474;0;0;9.970177;-3.033712;-1.953008;0.029040;0.083779;-0.039789;-53.670156;-22.508939;15.876870;-0.371788;-0.635408;0.335677;-0.587667;30.059347;0.000000;4222555365420;1649435689617187;0;29791;1;540;1613.000000;33696;28496;33183;30735;32304;32719;30866;39363;33322;0;0;2.031520;-9.604485;1.919179;-0.060669;-0.009776;-0.024607;-34.811550;85.375676;1.907257;-0.203970;0.289493;-0.561911;0.747560;26.047548;0.000000
