Metadata;Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa)
;4222556140180;1649435992257812;0;21599;1;110;1554.000000;36912;32544;31887;33087;32864;32687;29956;34285;31993;0;0;9.711999;-0.377089;-1.651827;0.037512;0.001330;-0.013722;-45.871747;29.525431;-12.031639;0.571779;-0.387714;-0.654229;-0.307784;30.229226;0.000000;4222556140180;1649435992257812;0;9311;1;110;1579.000000;36960;32608;31967;28655;34528;32831;28696;34464;31355;0;0;9.870394;-0.573758;-1.247428;-0.091438;0.090789;-0.008401;-68.201202;12.788331;-24.314437;-0.345856;0.637594;0.389254;0.567749;30.396243;0.000000;4222556140180;1649435992257812;0;50263;1;110;1657.000000;34000;45648;34543;32879;33072;32703;32955;30389;27801;0;0;0.756416;9.599465;1.568809;0.067194;0.180936;-0.011278;-6.175846;-30.811346;-67.328415;-0.757866;-0.637681;0.113521;0.078199;25.945758;0.000000;4222556140180;1649435992257812;0;58463;1;110;1657.000000;37104;32912;32239;32607;33056;32751;30140;32564;34568;0;0;9.873600;0.580162;-1.385798;-0.085601;0.013520;-0.013075;-48.472290;-2.666682;17.628115;0.148864;0.737446;-0.123453;0.647126;30.050352;0.000000;4222556140180;1649435992257812;0;33879;1;110;1669.000000;45888;33552;31823;31807;33488;32687;29145;31038;34455;0;0;9.995817;0.439348;-0.551328;-0.097398;0.089606;-0.037570;-54.820856;-19.045065;15.807722;0.291428;0.655268;-0.299173;0.629435;29.663699;0.000000;4222556140180;1649435992257812;0;25695;1;110;1611.000000;33792;28624;33279;30751;32320;32719;30946;39173;32909;0;0;2.238627;-9.318980;2.133034;-0.034980;0.017460;-0.024185;-34.151678;82.104027;-2.935843;-0.078107;0.201602;-0.592899;0.775710;25.651313;0.000000
;4222556140200;1649435992265625;0;37983;1;111;1554.000000;36912;32528;31887;33087;32848;32687;29956;34301;31993;0;0;9.712571;-0.413043;-1.651829;0.037532;-0.024327;-0.013324;-45.716531;29.368981;-11.787817;0.571777;-0.387711;-0.654240;-0.307769;30.229226;0.000000;4222556140200;1649435992265625;0;21599;1;111;1578.000000;36960;32624;31967;28671;34528;32815;28664;34464;31355;0;0;9.869074;-0.538843;-1.247444;-0.066605;0.092527;-0.032314;-68.041904;12.779389;-24.270949;-0.345905;0.637504;0.389304;0.567785;30.191289;0.000000;4222556140200;1649435992265625;0;5207;1;111;1658.000000;34000;45648;34527;32879;33072;32703;32939;30373;27769;0;0;0.756773;9.600140;1.556876;0.067168;0.177809;-0.012201;-6.339524;-30.780756;-67.245278;-0.757880;-0.637662;0.113531;0.078205;26.154381;0.000000;4222556140200;1649435992265625;0;17503;1;111;1658.000000;37120;32912;32223;32607;33056;32751;30124;32564;34552;0;0;9.910297;0.581879;-1.421821;-0.084649;0.012260;-0.013710;-48.475624;-2.505753;17.749462;0.148818;0.737456;-0.123463;0.647124;30.251762;0.000000;4222556140200;1649435992265625;0;54359;1;111;1670.000000;45920;33568;31855;31807;33488;32703;29145;31022;34471;0;0;10.019994;0.451822;-0.527020;-0.097203;0.087427;-0.013315;-54.519124;-18.879037;15.920493;0.291477;0.655210;-0.299321;0.629403;29.861523;0.000000;4222556140200;1649435992265625;0;42079;1;111;1611.000000;33792;28640;33279;30751;32320;32719;30962;39141;32909;0;0;2.238031;-9.282843;2.133018;-0.034980;0.017460;-0.024185;-34.292403;82.076693;-3.010890;-0.078086;0.201624;-0.592867;0.775731;25.651313;0.000000
;4222556140220;1649435992273437;0;54367;1;112;1554.000000;36912;32512;31903;33087;32848;32687;29940;34317;32009;0;0;9.713111;-0.448996;-1.615489;0.037532;-0.024327;-0.013324;-45.850415;29.392914;-11.788109;0.571774;-0.387709;-0.654250;-0.307755;30.229226;0.000000;4222556140220;1649435992273437;0;42079;1;112;1579.000000;36976;32624;31983;28655;34528;32831;28680;34448;31355;0;0;9.906346;-0.538038;-1.211509;-0.091438;0.090789;-0.008401;-68.087061;12.863134;-24.442437;-0.345943;0.637489;0.389242;0.567822;30.396243;0.000000;4222556140220;1649435992273437;0;17495;1;112;1657.000000;34016;45648;34543;32879;33072;32703;32955;30357;27785;0;0;0.768469;9.599279;1.568826;0.067194;0.180936;-0.011278;-6.208456;-30.942557;-67.368198;-0.757896;-0.637642;0.113535;0.078200;25.945758;0.000000;4222556140220;1649435992273437;0;33887;1;112;1658.000000;37120;32928;32223;32607;33056;32751;30092;32580;34552;0;0;9.909745;0.617395;-1.421840;-0.084649;0.012260;-0.013710;-48.234765;-2.532683;17.426964;0.148771;0.737466;-0.123474;0.647121;30.251762;0.000000;4222556140220;1649435992273437;0;5207;1;112;1670.000000;45920;33632;31823;31823;33472;32703;29161;31022;34455;0;0;10.019110;0.499771;-0.550995;-0.071700;0.061532;-0.013360;-54.694481;-19.069393;16.231615;0.291429;0.655245;-0.299435;0.629335;29.861523;0.000000;4222556140220;1649435992273437;0;62559;1;112;1611.000000;33792;28640;33295;30751;32320;32719;30962;39157;32893;0;0;2.238019;-9.282859;2.168860;-0.034980;0.017460;-0.024185;-34.171773;82.217220;-3.003311;-0.078064;0.201645;-0.592836;0.775752;25.651313;0.000000
;4222556140240;1649435992281250;0;62559;1;113;1553.000000;36912;32496;31903;33087;32848;32687;29940;34301;31993;0;0;9.712850;-0.484920;-1.614513;0.039951;-0.022598;-0.013056;-45.976716;29.448291;-12.033432;0.571781;-0.387698;-0.654260;-0.307735;30.014327;0.000000;4222556140240;1649435992281250;0;50271;1;113;1578.000000;36976;32624;31983;28655;34528;32831;28664;34496;31355;0;0;9.905565;-0.539401;-1.211508;-0.091094;0.093171;-0.007423;-67.961053;13.106506;-24.262060;-0.345988;0.637469;0.389175;0.567863;30.191289;0.000000;4222556140240;1649435992281250;0;37975;1;113;1658.000000;34016;45648;34527;32879;33072;32687;32955;30357;27801;0;0;0.768825;9.599954;1.556893;0.067136;0.177933;-0.037684;-6.041825;-30.786484;-67.546238;-0.757903;-0.637634;0.113481;0.078281;26.154381;0.000000;4222556140240;1649435992281250;0;50271;1;113;1658.000000;37120;32944;32223;32623;33056;32751;30108;32596;34552;0;0;9.909193;0.652912;-1.421859;-0.059195;0.012404;-0.013147;-48.148234;-2.531952;17.461509;0.148650;0.737490;-0.123422;0.647131;30.251762;0.000000;4222556140240;1649435992281250;0;21591;1;113;1670.000000;45888;33744;31759;31807;33488;32703;29161;31038;34471;0;0;9.993383;0.584107;-0.598987;-0.097203;0.087427;-0.013315;-54.820066;-18.927383;15.892757;0.291478;0.655187;-0.299583;0.629302;29.861523;0.000000;4222556140240;1649435992281250;0;9311;1;113;1611.000000;33792;28640;33295;30751;32320;32719;30978;39157;32909;0;0;2.238019;-9.282859;2.168860;-0.034980;0.017460;-0.024185;-33.902579;82.219807;-2.976024;-0.078043;0.201667;-0.592804;0.775773;25.651313;0.000000
;4222556140260;1649435992289062;0;13407;1;114;1553.000000;36912;32496;31903;33087;32848;32671;29940;34301;32009;0;0;9.712850;-0.484920;-1.614513;0.039756;-0.022773;-0.038389;-45.850513;29.130231;-12.124845;0.571757;-0.387622;-0.654310;-0.307770;30.014327;0.000000;4222556140260;1649435992289062;0;5215;1;114;1579.000000;36960;32624;31983;28655;34528;32815;28680;34480;31355;0;0;9.869816;-0.537496;-1.211468;-0.091754;0.090191;-0.033755;-67.955117;13.080526;-24.294247;-0.345968;0.637417;0.389176;0.567933;30.396243;0.000000;4222556140260;1649435992289062;0;50263;1;114;1657.000000;34016;45632;34543;32879;33056;32703;32955;30373;27769;0;0;0.768653;9.587333;1.568827;0.066984;0.155655;-0.011400;-6.340073;-30.785951;-67.240380;-0.757909;-0.637606;0.113559;0.078340;25.945758;0.000000;4222556140260;1649435992289062;0;62559;1;114;1658.000000;37104;32944;32239;32607;33056;32751;30108;32580;34552;0;0;9.873245;0.653451;-1.385844;-0.084649;0.012260;-0.013710;-48.170511;-2.506265;17.595112;0.148604;0.737500;-0.123432;0.647129;30.251762;0.000000;4222556140260;1649435992289062;0;37975;1;114;1670.000000;45872;33744;31775;31807;33488;32703;29129;31022;34455;0;0;9.981320;0.584318;-0.587022;-0.097203;0.087427;-0.013315;-54.626288;-18.793047;15.930138;0.291526;0.655129;-0.299731;0.629270;29.861523;0.000000;4222556140260;1649435992289062;0;29791;1;114;1611.000000;33792;28640;33295;30751;32320;32719;30946;39141;32909;0;0;2.238019;-9.282859;2.168860;-0.034980;0.017460;-0.024185;-33.969363;82.058915;-3.099054;-0.078022;0.201689;-0.592772;0.775794;25.651313;0.000000
;4222556140280;1649435992296875;0;29791;1;115;1553.000000;36928;32480;31919;33103;32848;32687;29924;34301;31977;0;0;9.749819;-0.521451;-1.578206;0.065675;-0.022563;-0.013517;-45.733048;29.384888;-12.102368;0.571802;-0.387552;-0.654352;-0.307685;30.014327;0.000000;4222556140280;1649435992296875;0;25695;1;115;1579.000000;36960;32608;31967;28655;34512;32815;28680;34464;31339;0;0;9.870394;-0.573758;-1.247428;-0.091963;0.063892;-0.033746;-68.107820;12.971891;-24.305730;-0.345907;0.637423;0.389213;0.567938;30.396243;0.000000;4222556140280;1649435992296875;0;1111;1;115;1657.000000;34000;45648;34527;32879;33072;32703;32939;30373;27769;0;0;0.756400;9.599466;1.556719;0.067194;0.180936;-0.011278;-6.336980;-30.937171;-67.175913;-0.757925;-0.637587;0.113563;0.078335;25.945758;0.000000;4222556140280;1649435992296875;0;17503;1;115;1659.000000;37104;32928;32239;32623;33056;32751;30108;32580;34568;0;0;9.874546;0.620193;-1.385834;-0.058244;0.011144;-0.013781;-48.130973;-2.646244;17.624732;0.148481;0.737528;-0.123377;0.647135;30.453172;0.000000;4222556140280;1649435992296875;0;54359;1;115;1670.000000;45856;33696;31823;31807;33472;32703;29161;31038;34455;0;0;9.969931;0.548567;-0.551083;-0.096827;0.061674;-0.013268;-54.807276;-18.950442;16.084173;0.291543;0.655135;-0.299906;0.629172;29.861523;0.000000;4222556140280;1649435992296875;0;42079;1;115;1610.000000;33792;28640;33295;30751;32320;32719;30946;39157;32909;0;0;2.236708;-9.282855;2.168416;-0.034982;0.017793;-0.023874;-33.905830;82.181017;-3.253077;-0.078001;0.201709;-0.592740;0.775815;25.453195;0.000000
;4222556140300;1649435992304687;0;54367;1;116;1554.000000;36928;32480;31935;33103;32864;32687;29956;34317;32009;0;0;9.750620;-0.521482;-1.542843;0.063236;0.001364;-0.014183;-45.770183;29.668403;-12.102484;0.571903;-0.387458;-0.654338;-0.307644;30.229226;0.000000;4222556140300;1649435992304687;0;37983;1;116;1578.000000;36960;32576;31967;28655;34528;32815;28664;34480;31339;0;0;9.870687;-0.647672;-1.247394;-0.091410;0.092573;-0.032781;-67.984369;12.890509;-24.265891;-0.345894;0.637367;0.389209;0.568012;30.191289;0.000000;4222556140300;1649435992304687;0;21591;1;116;1657.000000;34016;45648;34511;32879;33072;32703;32955;30373;27753;0;0;0.768436;9.599282;1.544644;0.067194;0.180936;-0.011278;-6.067560;-30.798540;-67.087220;-0.757941;-0.637568;0.113567;0.078329;25.945758;0.000000;4222556140300;1649435992304687;0;33887;1;116;1658.000000;37104;32928;32255;32607;33040;32751;30108;32580;34552;0;0;9.873773;0.617916;-1.349834;-0.084836;-0.013006;-0.014012;-48.321315;-2.622649;17.327208;0.148424;0.737602;-0.123402;0.647060;30.251762;0.000000;4222556140300;1649435992304687;0;9303;1;116;1670.000000;45856;33616;31855;31807;33488;32687;29129;31022;34471;0;0;9.971026;0.488631;-0.527108;-0.097045;0.087046;-0.038494;-54.776220;-18.950287;15.944891;0.291653;0.655107;-0.299990;0.629110;29.861523;0.000000;4222556140300;1649435992304687;0;58463;1;116;1610.000000;33792;28640;33279;30751;32320;32719;30962;39141;32909;0;0;2.236720;-9.282839;2.132574;-0.034982;0.017793;-0.023874;-34.134910;82.409688;-3.108311;-0.077980;0.201729;-0.592708;0.775836;25.453195;0.000000
;4222556140320;1649435992312500;0;5215;1;117;1554.000000;36928;32480;31935;33119;32864;32687;29956;34301;32009;0;0;9.750620;-0.521482;-1.542843;0.088960;0.001399;-0.014644;-45.668229;29.252370;-12.103270;0.572043;-0.387305;-0.654356;-0.307538;30.229226;0.000000;4222556140320;1649435992312500;0;54367;1;117;1578.000000;36960;32560;31967;28671;34528;32815;28680;34480;31339;0;0;9.871225;-0.683949;-1.247377;-0.066605;0.092527;-0.032314;-67.820826;12.774772;-24.425310;-0.345943;0.637278;0.389260;0.568047;30.191289;0.000000;4222556140320;1649435992312500;0;33879;1;117;1656.000000;34016;45632;34559;32879;33056;32703;32939;30389;27769;0;0;0.768068;9.586432;1.580760;0.067006;0.158294;-0.010725;-6.095055;-30.702057;-66.908426;-0.757948;-0.637541;0.113639;0.078379;25.737135;0.000000;4222556140320;1649435992312500;0;54367;1;117;1658.000000;37104;32928;32271;32607;33056;32751;30124;32596;34584;0;0;9.873749;0.617897;-1.313843;-0.084649;0.012260;-0.013710;-48.055702;-2.594395;17.348790;0.148379;0.737611;-0.123413;0.647057;30.251762;0.000000;4222556140320;1649435992312500;0;25687;1;117;1670.000000;45856;33600;31855;31807;33488;32703;29145;31038;34503;0;0;9.971236;0.476644;-0.527107;-0.097203;0.087427;-0.013315;-54.742390;-18.792432;15.805495;0.291702;0.655049;-0.300139;0.629077;29.861523;0.000000;4222556140320;1649435992312500;0;21599;1;117;1612.000000;33792;28640;33295;30751;32320;32719;30962;39125;32909;0;0;2.239330;-9.282863;2.169304;-0.034977;0.017128;-0.024496;-34.431115;82.530595;-2.963504;-0.077958;0.201752;-0.592676;0.775857;25.849430;0.000000
;4222556140340;1649435992320312;0;21599;1;118;1554.000000;36944;32464;31935;33103;32864;32687;29940;34317;32025;0;0;9.787621;-0.558016;-1.542877;0.063236;0.001364;-0.014183;-45.536946;29.148579;-12.132044;0.572145;-0.387209;-0.654343;-0.307496;30.229226;0.000000;4222556140340;1649435992320312;0;5215;1;118;1578.000000;36976;32560;31983;28671;34528;32815;28664;34480;31355;0;0;9.907716;-0.684507;-1.211441;-0.066605;0.092527;-0.032314;-68.098359;12.825740;-24.274293;-0.345992;0.637189;0.389310;0.568083;30.191289;0.000000;4222556140340;1649435992320312;0;50263;1;118;1656.000000;34016;45632;34543;32879;33056;32703;32955;30373;27769;0;0;0.768051;9.586434;1.568669;0.067006;0.158294;-0.010725;-6.220049;-30.679272;-67.193360;-0.757954;-0.637514;0.113711;0.078429;25.737135;0.000000;4222556140340;1649435992320312;0;5215;1;118;1658.000000;37104;32928;32271;32591;33056;32751;30124;32580;34568;0;0;9.873749;0.617897;-1.313843;-0.110104;0.012115;-0.014273;-47.899546;-2.752509;17.521100;0.148407;0.737607;-0.123487;0.647041;30.251762;0.000000;4222556140340;1649435992320312;0;37975;1;118;1669.000000;45872;33600;31839;31807;33488;32703;29145;31022;34455;0;0;9.983122;0.475519;-0.539366;-0.097557;0.089986;-0.012386;-54.912612;-18.927684;15.971099;0.291734;0.654992;-0.300268;0.629060;29.663699;0.000000;4222556140340;1649435992320312;0;33887;1;118;1611.000000;33792;28640;33295;30751;32320;32719;30962;39125;32909;0;0;2.238019;-9.282859;2.168860;-0.034980;0.017460;-0.024185;-34.105537;82.396253;-3.113008;-0.077937;0.201774;-0.592643;0.775878;25.651313;0.000000
;4222556140360;1649435992328125;0;37983;1;119;1554.000000;36928;32480;31935;33119;32864;32687;29940;34301;31993;0;0;9.750620;-0.521482;-1.542843;0.088960;0.001399;-0.014644;-45.664732;29.432367;-11.986159;0.572285;-0.387058;-0.654360;-0.307392;30.229226;0.000000;4222556140360;1649435992328125;0;25695;1;119;1578.000000;36960;32576;31983;28671;34528;32815;28680;34464;31339;0;0;9.870647;-0.647689;-1.211417;-0.066605;0.092527;-0.032314;-68.176046;12.640181;-24.313811;-0.346041;0.637099;0.389361;0.568118;30.191289;0.000000;4222556140360;1649435992328125;0;9303;1;119;1658.000000;34016;45632;34527;32879;33072;32703;32939;30357;27785;0;0;0.769009;9.588007;1.556894;0.067168;0.177809;-0.012201;-6.222042;-30.916282;-67.342852;-0.757969;-0.637494;0.113722;0.078434;26.154381;0.000000;4222556140360;1649435992328125;0;17503;1;119;1658.000000;37104;32928;32255;32607;33056;32751;30108;32596;34552;0;0;9.873773;0.617916;-1.349834;-0.084649;0.012260;-0.013710;-48.303448;-2.640254;17.340874;0.148362;0.737617;-0.123498;0.647038;30.251762;0.000000;4222556140360;1649435992328125;0;62551;1;119;1671.000000;45840;33664;31823;31807;33488;32687;29145;31006;34471;0;0;9.958491;0.525632;-0.550765;-0.096599;0.084488;-0.039326;-54.783325;-19.064026;15.939515;0.291843;0.654972;-0.300352;0.628990;30.059347;0.000000;4222556140360;1649435992328125;0;46175;1;119;1611.000000;33792;28640;33279;30735;32320;32719;30946;39141;32893;0;0;2.238031;-9.282843;2.133018;-0.060633;0.017198;-0.024305;-34.060482;82.247379;-3.229149;-0.077895;0.201805;-0.592689;0.775840;25.651313;0.000000
;4222556140380;1649435992335937;0;50271;1;120;1553.000000;36912;32480;31919;33119;32864;32687;29940;34317;31993;0;0;9.713390;-0.520871;-1.578174;0.091379;0.003127;-0.014376;-45.777756;29.404140;-12.019958;0.572432;-0.386899;-0.654376;-0.307283;30.014327;0.000000;4222556140380;1649435992335937;0;37983;1;120;1578.000000;36960;32592;31983;28671;34528;32815;28680;34480;31355;0;0;9.870110;-0.611412;-1.211434;-0.066605;0.092527;-0.032314;-68.152642;12.878163;-24.308816;-0.346090;0.637010;0.389411;0.568154;30.191289;0.000000;4222556140380;1649435992335937;0;21591;1;120;1657.000000;34016;45632;34543;32879;33072;32703;32955;30357;27801;0;0;0.768653;9.587333;1.568827;0.067194;0.180936;-0.011278;-6.093137;-31.016390;-67.003574;-0.757985;-0.637475;0.113726;0.078428;25.945758;0.000000;4222556140380;1649435992335937;0;33887;1;120;1658.000000;37104;32944;32255;32607;33056;32751;30108;32596;34552;0;0;9.873221;0.653432;-1.349852;-0.084649;0.012260;-0.013710;-48.381383;-2.397841;17.385085;0.148315;0.737627;-0.123508;0.647035;30.251762;0.000000;4222556140380;1649435992335937;0;5207;1;120;1669.000000;45856;33664;31791;31807;33488;32703;29161;31006;34471;0;0;9.970132;0.523679;-0.575348;-0.097557;0.089986;-0.012386;-54.614984;-18.901423;15.942870;0.291894;0.654906;-0.300500;0.628964;29.663699;0.000000;4222556140380;1649435992335937;0;62559;1;120;1611.000000;33792;28640;33279;30751;32320;32719;30962;39125;32909;0;0;2.238031;-9.282843;2.133018;-0.034980;0.017460;-0.024185;-33.902344;82.445257;-3.235011;-0.077874;0.201827;-0.592657;0.775861;25.651313;0.000000
;4222556140400;1649435992343750;0;5215;1;121;1554.000000;36912;32496;31919;33119;32864;32687;29940;34301;31993;0;0;9.713651;-0.484949;-1.579150;0.088960;0.001399;-0.014644;-45.727633;29.282639;-11.989848;0.572572;-0.386747;-0.654393;-0.307177;30.229226;0.000000;4222556140400;1649435992343750;0;62559;1;121;1579.000000;36960;32608;31967;28687;34528;32815;28680;34480;31323;0;0;9.870394;-0.573758;-1.247428;-0.042146;0.090099;-0.032822;-68.187704;13.145567;-24.286118;-0.346195;0.636893;0.389521;0.568147;30.396243;0.000000;4222556140400;1649435992343750;0;37975;1;121;1657.000000;34016;45632;34543;32879;33072;32703;32939;30373;27769;0;0;0.768653;9.587333;1.568827;0.067194;0.180936;-0.011278;-6.090424;-30.892672;-67.165235;-0.758001;-0.637456;0.113730;0.078423;25.945758;0.000000;4222556140400;1649435992343750;0;46175;1;121;1657.000000;37104;32944;32239;32591;33056;32751;30108;32564;34568;0;0;9.872496;0.651191;-1.385835;-0.111056;0.013376;-0.013638;-48.230427;-2.419014;17.346054;0.148346;0.737619;-0.123585;0.647023;30.050352;0.000000;4222556140400;1649435992343750;0;25687;1;121;1670.000000;45872;33680;31759;31807;33488;32703;29177;31038;34471;0;0;9.982140;0.536371;-0.599005;-0.097203;0.087427;-0.013315;-54.921821;-18.932647;15.969979;0.291924;0.654857;-0.300629;0.628940;29.861523;0.000000;4222556140400;1649435992343750;0;13407;1;121;1611.000000;33792;28640;33295;30751;32320;32719;30978;39141;32877;0;0;2.238019;-9.282859;2.168860;-0.034980;0.017460;-0.024185;-34.022177;82.267308;-3.080169;-0.077852;0.201849;-0.592624;0.775882;25.651313;0.000000
;4222556140420;1649435992351562;0;25695;1;122;1555.000000;36912;32512;31919;33135;32848;32687;29924;34333;31993;0;0;9.713913;-0.449023;-1.580126;0.112286;-0.025952;-0.014974;-45.887146;29.283394;-12.123000;0.572677;-0.386573;-0.654501;-0.306971;30.444126;0.000000;4222556140420;1649435992351562;0;5215;1;122;1578.000000;36944;32608;31983;28671;34528;32815;28664;34480;31355;0;0;9.833041;-0.574594;-1.211410;-0.066605;0.092527;-0.032314;-68.019144;12.837693;-24.392128;-0.346244;0.636804;0.389571;0.568182;30.191289;0.000000;4222556140420;1649435992351562;0;50263;1;122;1656.000000;34016;45632;34527;32879;33072;32703;32939;30357;27753;0;0;0.768035;9.586435;1.556579;0.067216;0.183575;-0.010603;-6.224951;-30.786269;-67.396492;-0.758019;-0.637437;0.113728;0.078409;25.737135;0.000000;4222556140420;1649435992351562;0;5215;1;122;1659.000000;37104;32944;32239;32591;33040;32735;30108;32580;34568;0;0;9.873994;0.655711;-1.385852;-0.109414;-0.014159;-0.040764;-48.257357;-2.546671;17.506743;0.148427;0.737694;-0.123595;0.646916;30.453172;0.000000;4222556140420;1649435992351562;0;42071;1;122;1670.000000;45888;33712;31759;31791;33488;32703;29145;31022;34471;0;0;9.993804;0.560133;-0.598985;-0.122331;0.087569;-0.013222;-54.863323;-18.927091;15.812375;0.292038;0.654769;-0.300840;0.628877;29.861523;0.000000;4222556140420;1649435992351562;0;33887;1;122;1611.000000;33792;28640;33295;30751;32320;32719;30962;39141;32893;0;0;2.238019;-9.282859;2.168860;-0.034980;0.017460;-0.024185;-34.313765;82.293669;-3.114661;-0.077831;0.201871;-0.592592;0.775903;25.651313;0.000000
;4222556140440;1649435992359375;0;37983;1;123;1553.000000;36912;32512;31919;33135;32848;32687;29924;34301;31977;0;0;9.712245;-0.448966;-1.578171;0.117122;-0.022494;-0.014439;-45.776405;29.410978;-12.142630;0.572798;-0.386387;-0.654605;-0.306757;30.014327;0.000000;4222556140440;1649435992359375;0;29791;1;123;1579.000000;36960;32624;31983;28671;34528;32815;28680;34464;31371;0;0;9.869816;-0.537496;-1.211468;-0.066950;0.090145;-0.033288;-68.174007;12.871648;-24.511021;-0.346286;0.636719;0.389627;0.568213;30.396243;0.000000;4222556140440;1649435992359375;0;9303;1;123;1658.000000;34016;45632;34543;32879;33072;32703;32955;30389;27769;0;0;0.769026;9.588006;1.568985;0.067168;0.177809;-0.012201;-6.197472;-30.834011;-67.489989;-0.758033;-0.637417;0.113740;0.078414;26.154381;0.000000;4222556140440;1649435992359375;0;21599;1;123;1658.000000;37120;32960;32239;32607;33056;32735;30108;32580;34552;0;0;9.908617;0.688409;-1.385886;-0.084725;0.012512;-0.039270;-48.274301;-2.547200;17.452368;0.148446;0.737716;-0.123532;0.646899;30.251762;0.000000;4222556140440;1649435992359375;0;54359;1;123;1669.000000;45904;33680;31871;31807;33488;32703;29177;31038;34471;0;0;10.006281;0.535025;-0.515354;-0.097557;0.089986;-0.012386;-54.842951;-18.926853;15.897106;0.292089;0.654703;-0.300989;0.628851;29.663699;0.000000;4222556140440;1649435992359375;0;46175;1;123;1610.000000;33792;28640;33295;30751;32320;32719;30946;39157;32909;0;0;2.236708;-9.282855;2.168416;-0.034982;0.017793;-0.023874;-34.136598;82.338819;-3.106736;-0.077809;0.201891;-0.592560;0.775924;25.453195;0.000000
